업종명,기업체명,소재지,주생산품,전화번호
기타기계 및 장비,(주)에스솔루션,"충청남도 천안시 동남구 충절로 42, 경남아너스빌 상가동 101동 502호,503호,504호 (신부동)",수동밸브자동차단장치,041-622-6625
기타기계 및 장비,(주)에스아이엠티,충청남도 천안시 서북구 성환읍 대홍3길 66 외 2필지,반도체장비 및 부품,041-588-0501
고무제품 및 플라스틱제품,(주)에스아이티,충청남도 천안시 서북구 백석공단4길 21 (백석동),전지트레이,041-564-6800
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에스아이피,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 1005호 (백석동)",전도성페이스트 외,041-906-5431
기타기계 및 장비,(주)에스앤씨,충청남도 천안시 서북구 직산읍 4산단1길 31,산업자동화제어장비,041-529-3800
기타기계 및 장비,(주)에스앤씨,충청남도 천안시 서북구 백석공단6길 47 (백석동),산업자동화제어장비,041-529-3800
기타기계 및 장비,(주)에스앤텍,충청남도 천안시 동남구 성남면 용원3길 28 ((주)에스엔텍),FA자동기기,041-553-8411
전기장비,(주)에스에스생활과학,충청남도 천안시서북구 부대동 275번지 공주대학교 산학협력관 407~8호,"드라이기,토스터기",041-555-6360
기타기계 및 장비,(주)에스에프에이,충청남도 천안시 서북구 입장면 위례성로 1920,"산업용로봇,공장자동화설비",041-539-6718
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에스에프에이반도체,충청남도 천안시 서북구 백석공단6길 16 (백석동),반도체IC,041-529-0905
기타기계 및 장비,(주)에스에프이,충청남도 천안시 서북구 직산읍 4산단4로 42,LED DIE BONDER 외,041-566-3070
기타기계 및 장비,(주)에스엔디테크놀로지,충청남도 천안시 서북구 직산읍 부송상덕길 209 ((주)SDN),반도체디스플레이제조장비,041-521-5471
전기장비,(주)에스엘엠,충청남도 천안시 서북구 직산읍 양당로 88 (에명PLANT),무대조명장치 외,041-521-5471
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에스엘티,충청남도 천안시 서북구 서부역4길 21 (성정동),"방송장비,CCTV,안내전광판",041-571-2507
자동차 및 트레일러,(주)에스엠에스,충청남도 천안시 서북구 성환읍 성월수향길 62 ((주)에스앤피) (총 4 필지) 외 3필지,자동차부품,041-582-0998
기타기계 및 장비,(주)에스엠에어테크놀로지,충청남도 천안시 동남구 수신면 발산1길 147-55,공기조화기,
비금속광물제,(주)에스엠지엔텍,충청남도 천안시 서북구 용정도하길 183 (입장면),복층유리,
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에스엠티시스템,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 M동 B124호 (백석동)",컴퓨터 및 주변기기,041-579-6331
고무제품 및 플라스틱제품,(주)에스와이,충청남도 천안시 동남구 동면 충절로 1995,PVC SHEET,070-8848-2936
전기장비,(주)에스와이이엔아이,충청남도 천안시 동남구 성남면 성남로 230-41,전기자동제어반[PCL(프로그랜 내장 컨트롤러)탑재],041-583-8724
비금속광물제,(주)에스와이지,충청남도 천안시동남구 성남면 용원리 557-13번지 외 1필지 외 1필지,"골재, 부순모래",041-523-1553
화학물질 및 화학제품:의약품제외,(주)에스와이켐(SY chem),충청남도 천안시 동남구 성남면 대흥신덕길 84-13 ((주)에스와이켐),계면활성제,041-553-0922
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에스이텍,"충청남도 천안시 동남구 병천면 충절로 1600, 한국기술교육대 창업보육센터 103,203호",반도체용 금속판,041-523-1056
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에스제이전자,"충청남도 천안시 서북구 직산로 136, 생산관 3310호 (직산읍)",케이블 조립체,041-522-5531
화학물질 및 화학제품:의약품제외,(주)에스지라인테크,충청남도 천안시 서북구 입장면 가산리 621번지 (연곡길 180-16),건축용 도료,041-556-6441
기타기계 및 장비,(주)에스지엔지,충청남도 천안시 서북구 입장면 연곡길 389 (상진미크론),"자동차부품(SEATTrack),원자력원료부품(계측관,지지격자)",041-415-1060
금속가공제품(기계 및 가구제외),(주)에스지인더스트리,충청남도 천안시 서북구 직산읍 4산단7로 44-11,산업용 자동문 부품,041-523-3876
고무제품 및 플라스틱제품,(주)에스케이씨에스,충청남도 천안시 동남구 광덕면 대평교길 45,플라스틱 필름 코팅,041-557-7703
화학물질 및 화학제품:의약품제외,(주)에스티씨나라,충청남도 천안시서북구 성거읍 정촌리 1-4번지,화장품 및 건강보조식품,041-555-7020
화학물질 및 화학제품:의약품제외,(주)에스티코리아,충청남도 천안시 동남구 성남면 석곡3길 20-20 ((주)신일산업),스프링헹거,041-523-6101
"의료, 정밀, 광학기기 및 시계",(주)에스피씨머트리얼즈그룹,충청남도 천안시 서북구 직산읍 직산로 136 (재)충남테크노파크천안밸리 번영관 3103호,신뢰성시험재료,041-585-5025
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에스피에스,충청남도 천안시 동남구 삼성3길 8 -81(목천읍),"대용량 파워 서프라이, 실리콘 잉곳 성장장비",
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에스피에스,"충청남도 천안시 서북구 직산읍 직산로 136, 3102호(충남테크노파크 생산관)","solar 및 sapphire, ignot 성장장비,대용량 전원공급 장치",070-8871-5835
비금속광물제,(주)에스피에스엔에이,충청남도 천안시 서북구 성거읍 오목모전길 20,"고로슬래그미분말,고로슬래그시멘트",041-523-4001
기타기계 및 장비,(주)에이디엠,충청남도 천안시 서북구 성거읍 새터길 162,"LCD, 반도체기계장비",041-554-4685
기타기계 및 장비,(주)에이디엠,충청남도 천안시서북구 직산읍 삼은리 43-5번지 충남테크노파크천안밸리 생산관,반도체제조 장비,041-584-1145
화학물질 및 화학제품:의약품제외,(주)에이바이오머티리얼즈,충청남도 천안시서북구 성환읍 수향리 154-1 번지 외 2필지,화장품원료,070-4350-7098
섬유제품,(주)에이쓰리,충청남도 천안시 서북구 입장면 연곡길 371 2층,마스크,041-581-5052
화학물질 및 화학제품:의약품제외,(주)에이씨코스메틱스,"충청남도 천안시 서북구 백석공단7로 60, (주)에이씨코스메틱스 (백석동, (주)아크로스)",화장품,041-567-2334
기타제품,(주)에이알이알앤디,충청남도 천안시동남구 안서동 산 29번지 단국대학교 산학협력단 207호,가로등(보안등) 로드퍼니처,041-908-9903
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에이앤디시스템,"충청남도 천안시 서북구 직산읍 직산로 136, 205호,206호,207호","영상장비, 기상장비",041-589-0790
기타기계 및 장비,(주)에이에스티,충청남도 천안시 동남구 수신면 신풍리 102-1 외 1필지,반도체 장비,041-569-0560
기타기계 및 장비,(주)에이엔에이치,"충청남도 천안시 서북구 직산읍 4산단5길 11-1, B동 104호",반도체 장비,041-555-2652
식료품,(주)에이엔텍,충청남도 천안시 동남구 휴양림길 7 (풍세면) 2동,"보조사료, 단미사료",041-567-6384
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에이엘티,충청남도 천안시서북구 직산읍 삼은리 43-22번지 벤처관 3307호,사파이어반도체 웨이퍼,041-588-9340
식료품,(주)에이오에스,충청남도 천안시 동남구 백자2길 109 (수신면),애완동물 배합사료,041-566-1004
"의료, 정밀, 광학기기 및 시계",(주)에이지광학,충청남도 천안시 서북구 왕림길 198 -7(성환읍) 외 2필지,"광통신용 광학렌즈(비구면유리렌즈),LED등기구,금형",041-410-1307
기타기계 및 장비,(주)에이지브이이케이,충청남도 천안시서북구 성환읍 왕림리 381-7번지,제조업용 로봇,
기타기계 및 장비,(주)에이치더블유티,충청남도 천안시 동남구 광풍로 1575,반도체포고핀,041-565-9650
기타기계 및 장비,(주)에이치디팩,충청남도 천안시 서북구 성거읍 오목모전길 68,제약자동화 포장기기,041-552-6110
"의료, 정밀, 광학기기 및 시계",(주)에이치디팩,충청남도 천안시 서북구 입장면 홍천당곡길 110-42,의약품 자동주입기,041-552-6110
화학물질 및 화학제품:의약품제외,(주)에이치비옵틱스,충청남도 천안시 동남구 풍세면 풍세산단4로 62-6,"도광판, 확산판",070-7933-0755
기타기계 및 장비,(주)에이치비테크놀러지,충청남도 천안시 동남구 풍세면 풍세산단로 50,LCD장비 및 부품제작,070-7933-0686
화학물질 및 화학제품:의약품제외,(주)에이치비테크놀러지,"충청남도 천안시 동남구 풍세면 풍세산단4로 62-6, (풍세일반산업단지A11-2)","도광판, 확산판",041-532-8730
기타기계 및 장비,(주)에이치씨씨,충청남도 천안시 서북구 성환읍 율금리 532 외 5필지,반도체 제조장비(조립용 기기),
기타제품,(주)에이치알테크,충청남도 천안시서북구 두정동 394-3번지,재생혼합유,041-551-8506
기타운송장비,(주)에이치앤비,충청남도 천안시서북구 직산읍 삼은리 43-1 번지 충남테크노파크 번영관 2401호,헬스용 자전거 등,041-1577-4580
"의료, 정밀, 광학기기 및 시계",(주)에이치앤씨시스템,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 M동 208호 (백석동)","DSC, PLC PANEL",041-557-2918
기타기계 및 장비,(주)에이치앤피로지스,충청남도 천안시 서북구 직산읍 4산단1길 11,호이스트,02-508-6144
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에이치에스정보통신,충청남도 천안시 동남구 신촌로 8 (신방동),"영상감시장치 CCTV, 컴퓨터서버",041-570-9800
"펄프,종이 및 종이제품",(주)에이치에스팩,충청남도 천안시 서북구 성거읍 망향로 424 ((주)HSPACK),"각종중포장거대,포장인어물",041-568-1222
고무제품 및 플라스틱제품,(주)에이치제이엔지니어링,충청남도 천안시 동남구 충절로 2727 (동면),"FRP GRATING, PVC 닥트",031-366-2584
화학물질 및 화학제품:의약품제외,(주)에이치케이머티리얼즈,충청남도 천안시 동남구 성남면 대흥1길 173-67,산업용 특수가스,041-552-2566
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)에이치케이테크,충청남도 천안시서북구 두정동 91번지,피복절여선 및 케이블,041-553-8153
기타기계 및 장비,(주)에이치케이티,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 M동 B131호 (백석동)","자동화설비, 타이밍벨트 등",041-415-1337
화학물질 및 화학제품:의약품제외,(주)에이치케이티,충청남도 천안시 동남구 풍세면 풍세산단로 133,"반도체용 CNT, Dry초음파세정시스템",041-585-0125
기타기계 및 장비,(주)에이치케이피앤에스,충청남도 천안시 동남구 풍세면 풍세산단로 50,디스플레이 검사장비,
1차금속,(주)에이치피이케이 천안지점,충청남도 천안시 동남구 수신면 5산단5로 15,"타이어금형,환경설비기계,산업기계",062-717-2710
기타기계 및 장비,(주)에이텍솔루션,충청남도 천안시 동남구 풍세면 풍세산단로 222,"석영, Quartz, sic제품 수리 및 CLN",031-8015-2072
기타기계 및 장비,(주)에이텍솔루션 천안제2공장,충청남도 천안시 동남구 풍세면 보성리 808번지,"석영,SIC,CLN",031-8015-2072
비금속광물제,(주)에이티산업,충청남도 천안시 동남구 수신면 백자리 101,내화경량불연블럭,041-564-0426
기타기계 및 장비,(주)에치에스테크,충청남도 천안시 동남구 풍세면 가송로 180 (대전충남염소협동조합),밸브,041-584-6329
기타기계 및 장비,(주)에치에스테크,충청남도 천안시서북구 직산읍 군서리 426번지,밸브 등,041-521-5471
화학물질 및 화학제품:의약품제외,(주)에코라이프,충청남도 천안시 동남구 풍세면 용정리 1022번지,"플라스틱원료수지, 오존살균 장치",070-4235-5545
자동차 및 트레일러,(주)에코맥스,충청남도 천안시 동남구 동면 화덕2길 93,자동차범퍼,043-532-2211
비금속광물제,(주)에코세라,충청남도 천안시 동남구 수신면 수신로 557 (상록리조트골프장),폴리실리콘분쇄품,02-2113-7718
금속가공제품(기계 및 가구제외),(주)에코시스템,충청남도 천안시 동남구 성남면 봉양1길 182-1,"각종 기계류(건조기,교반기,혼합기,컨베이어등)",041-567-9950
전기장비,(주)에코에너젠,충청남도 천안시 서북구 입장면 유리 342,제어반,041-568-7943
기타기계 및 장비,(주)에코이엔씨,충청남도 천안시 서북구 성환읍 대홍3길 128-8,교반기 외 제조,
